Comment,Sentiment
Congrats CISF staff. She is proving that army isn't control of any political party.,Positive
charsi udta  Punjab,Negative
"Sure This Lady Part of Middlemen Gang ,who looting farmers",Negative
"She has no right to slap while on duty 😢
Now people will not corporate to CISF in Airport.
I will go towards my flight without checking 😢
Shame",Negative
Khalistani mindset is dangerous for our country. They can do anything. They assassinated Indira Gandhi too.,Negative
Put kangana in jail for her hatred comments on punjab .. and she should be in jail for insulting our mothers on social media platform..,Negative
*AAJ KAL KE VARDI WALI EXCEPT OUR TRUE HERO ARMY ALL ARE BECOME GOONS*,Positive
Uniform ka fayda uthaya,Positive
"Zero professionalism!
She was on duty and it wasn't even an interrogation of Kangana she was doing...
Shame on her!!!
Kangana's haters and uneducated people are blindly going to troll Kangana and support the lady officer.
Whatever Kangana said was wrong but what the officer did was totally unacceptable😔",Negative
I don't understand how can somebody praiser this radicalized woman.,Negative
Khalistanis in cisf as well....she should be suspended immediately......what if all start slapping people from other ideology....,Negative
Lmfao 😂😂😂😂😂😂,Neutral
Mauj kar di didi,Positive
Why was she slapped???,Negative
Mental CISF,Neutral
I think she slapped to get fame...,Negative
Tu pan jaun basaychi na tu ka job kart aahes,Negative
❤❤❤❤ yr sahi Kiya ekdom,Positive
"Ek baat bolu, jo so called secular Hindu hai jo Modi ko hate karte hai unko yhe sab bohat acha lag raha hai...... But unko yhe nhi pta k na toh Muslim aur na he sikh unke sakhe hai...... Aise secular Hindu toh apni Maa beti tak bechde paiso k liye....... Punjab mai inka itna bura haal hai , Sikhs inke gods ki insult karte hai aur yhe secular Hindu agey se haste hai....... Punjab mai ek ek sikh Khalistan maangta hai....... But yhe secular Hindu bolta hai k saare Sikh khalistan nhi maangte, aap btayo fir Amritpal kaise jeet gya?...... Mere known hai Bohat close , they want Khalistan badly....... Chota chota bacha school ka khalistan maangta hai bcz someone told me about his sikh student...... Aur jo abb ki congress hai usne toh bura haal kar dena hai Punjab ka..... 🙏",Negative
Some people are depending her then  you  also justify the killing of our prime minister indira gandhi....this wouldn't be an issue if she wasn't in a uniform....,Negative
"Iss security ko v z security milna chahiye, jo insaan desh ke naagrik ko Atankwadi kahe, usse kya karna chahiye, jo marji bol diya, security ne v wahi kiya jo man me aaya kr diya",Negative
"अब सरकार UCC चालू करेगा, तब तेरे मां 150 में बिकेगी प्रोटेस्ट करने के लिए।",Neutral
"This CISF personnel shouldn't have done this...!! It's a poolproof case of Atrocity...... 🫤😏😏
The  CISF force is expected to be friendly and helpful even to a common layman, travelling through airports...or whatever mode they travel..... 🇮🇳😏

There were incidents, where the public had abused the CISF personnel in Delhi Metro.... 🫤🫤. But even on those incidents, the Force is supposed to keep their manners.......!!

This's simply cruel and unpardonable....So this woman should be punished.....🫤🫤

My daughter is also in CISF, working as SI, since 2012...!!

CISF is a polite and frienly Force, shaped to serve the Nation..... They shouldn't have done this..... Ever....!!

This woman is surely unfit for this Force Uniform....😏😏

It's known that,her spouse is also a CISF personnel....
How he will react to this....😄🤗😀I wonder.....!!

If this woman has complaints about Ms. Kankana, she should be reacted in some other way....... 💞❤️

To slap a Celebrity, who's an elected aswell as an aspiring MP too, shouldn't have illtreated like this....


This is really a crime....And those who, applaud this act of that woman, are giving a very false example to this society......!!😍😍😍",Negative
She should be suspended immediately. ...,Negative
This is really dangerous. Khalistanis in security force.,Negative
Ppl supporting here next time if she shoots politicians will you be appreciating the same act,Negative
"Soldier , Doctor  and Teacher should never have political or family interest when it comes to duty in society . Personally they can have any opinion if outside duty hours it’s up to them but with the uniform standing in airport it’s unprofessional and unacceptable . That’s a hardcore fact and serious action should be taken .",Negative
😂😂😂😂😂 तेरी मां जहां तहां काहे बैठ जाती है 😂😂😂😂😂,Neutral
*I love you Kulwinder Kaur ❤*,Positive
Agr itni hi himmat thi isme toh itna wait kyu kiya phle krti na. Uniform ka galat fayad uthaya hai kooto isko toh,Negative
CISF Official❌️ Politician✅️,Neutral
Very shameful on Indian security forces……😮,Negative
She disrespected that uniform.,Negative
She has been suspended for good. Good swift action by CISF management.,Positive
Punjub ab aur vi terrorism felyega... Ab toh ek terrorist I udhar Jeet Gaya.. Kamal ka janta hain.. 😆😆,Negative
Salute to the security guard.,Positive
Put her in jail for long time,Negative
First arrest this bloody lady!,Negative
"It is clear she is khalistani supporter, she said her mother sat in protest and whole nation knows protest was led by khalistani ,it is alarm for government to identify who is khalistani and who is army.",Negative
Modi is too soft on terrorists. What else do you expect?,Negative
Suspend her and punish her,Negative
Dont support Kankana and CISF officer as both are at wrong side. Politicians are   destroying this country 😢,Negative
Punjab is becoming another Kashmir again...what a shame...how it was once...and now how it is...,Negative
"No respect for her Uniform. Its a security threat, and a matter of great concern within our army.",Negative
Nikal deko Aisa irresponsible log ko job se,Negative
Dismiss kora uchit,Negative
Desh mein jald aag lagegi..dange fasaad anti national activity..Modi ko sarkaar chalane nahi denge..bure din aane wale hain,Negative
Respect for CISF women,Positive
Some communities must not be inducted into critical departments for safety of the country.,Negative
This is totally terrorism,Negative
Indira gandhi be like :- 😂😂😂,Neutral
Cisf ki galti hai,Negative
Suspend karo jaldi se aise is kapde nai chahiye pasnce nai is ladki ko,Negative
Suspend karo isko,Negative
Disgraceful childish act.,Negative
"Big breach...
Now if she feels PM is not good she will stab him..
Criminal in uniform... take legal action",Negative
Arrest and Suspend this Khalistani element,Negative
Great job CISF... vulgar heroine called my motherland POK..,Positive
So proud of you women officer 🫡 stay safe may you get all the blessings to fight with this horrible woman so called queen,Positive
Sule munde,Neutral
Dismiss immediately,Negative
This is shame. Govt should take strong action,Negative
What a stupid way of ending a career…I have much respect for armed forces but this lady…,Negative
it's the act of disrespecting the uniform.. she is so unfit for such a profession 👎👎👎👎,Negative
Even i strongly condemn kangna as a mp ...and also not a fan of bjp .....but in this case no one should tolerate a mp getting slapped by a ( khalistani's daughter ) ... read the articles and you will come to same conclusion  as i am,Negative
Drama queen is back 😅,Positive
"Whomever is justifying it, just remember if the same happens to opposition party leader or is Kangana would have slapped her back!!",Negative
Galti kr de maidam duty always duty,Positive
Well you can't slap anyone but somehow I don't feel bad for Kangana............ however cisf lady will have to face repercussions,Negative
"Kangna deserved it 100 percent because of the hatred and violence she has been spewing for such a long time but neither the government nor the police officers took any action against her but now that a brave woman with integrity and courage has taken action you guys can’t handle it 
Tum log gulaam ban gaye ho Pehle mughlo ke fir angrezo ke abh kangna jaise tumhare upar raaj Karenge 
But we fully support our sister this action will teach a lesson to those in power that there are consequences to their actions and nobody can stop karma",Negative
As usual cameraman is safe 😂,Positive
"Personal enemity over duty...?
Shameful. CISF personel should be punished.",Negative
Cisf k name duba diya isne...for her self agenda.....sharam kar lo thoda yah dag jo hai jaldi jayga nhi..itne salo se desh ki seva karne wali cisf ab question puchenge log ki cisf ki security sahi hai yah nhi...,Negative
Bloody Khlistani,Negative
So called secular freedom of speech ke thekedar and dusro ko dictator kehne wale asal m aise hi hote h,Negative
Khalistani sarabi Punjab,Neutral
Khalistani dalli,Negative
Shame on her... She should be suspended immediately.,Negative
Heroine bnni thi is liye yeh kaam kiya,Negative
We have sikhs serving in highest positions in our forces and have highly sensitive information. If redicalization is at this level how can you be sure they will not turn their guns on their on people in a middle of the war.,Negative
She pre planned this ...may b she already got some political aspirations,Neutral
3 Sikh families took shelter at my pace when their house was looted and burnt by khangress goons. Do you want me to regret it? NO. I shall continue to be human. I am a regular visitor to a neighbourhood Gurudwara and yearly visitor to Golden Temple Do you want me to stop it? No I won't do that. Sikhism was created to protect Hindus  from Mugals remember that. My family is one of finest blend of Hindus and Sikhs. Pl don't spread hatred.,Negative
No one has a right to attack on others.this is indiscipline activity,Negative
Why she hasn't been arrested yet ?,Negative
Kejribhakt Lady,Positive
Give Her Life Term Rigorous Imprisonment,Negative
Bastard Lady Constable,Negative
"Suspend her immediately , mental health status should be checked. Protest as a common man , not in uniform. Abuse of uniform",Negative
This is not right thing to do suspend that lady,Negative
"Bharti Singh is there as Security officer, too.😂😂",Neutral
She may be a cisf but ist of all she is a typical hindi peoplefrom the plains...filled with casteism and hatred,Negative
Kangana ko party se nikaaal do ..she can’t b wd anyone not even she get marry to anyone what a waste of life,Negative
Karma,Negative
"Is trha to kanhiya,owasi,rahul,mamta kitne naam ginau?
In suaro ne to desh k liye gali di tb kaha mar rhi thi te?
Apni khalistani pan ko emotional bat bna kr na bchogi asy to",Negative
Its her choice.,Neutral
She must loose her job and get serious punishment like jail . Same happened with indira gandhi .,Negative
"She is in cisf
Is this the way. Military people responding to political things r not good.
Dont know the merit of the issue",Negative
Shame on India... in my country we would have court Marshall her. Incredible India full of radicals in Uniforms.,Negative
She should be put behind bars emotional fool unfit for CISF .. childish behaviour.,Negative
Kisine  O photonehi dikhaye Uski Touch Karneke  Battamij  Nagarnaty.   Overkill.  Kastkarke. Ihatakayi.  Uski. Batvi. 100 %  sachhae.  Jo Hua Duniadekhethe. Ab.  Thapparnehi. Dikhe,Negative
Ye to personal par duty hai. Ab kuch daalle punjab se uthenge or iski naukari bachane ke liye dharne denge.,Negative
"There are thousands of protest in this country doesn't mean you put your hands on people. 
Everyone has right to speach including celebrety.
Next time if you're feeling angry and want to abuse and hit don't do in the uniform kindly spare it.",Negative
Cisf she is an insult to that department,Negative
Ye to gyi isko ye log ab job to nhi krne denge,Negative
Don't mess with security forces. Ee ladiki ko guts he. Reel heros/heroins and real hero/heroins ko bohut difference he. Queen he Kate kangana. Silly and stupid women.,Negative
"Now I understand why people would make jokes on sardar. Some actually have less brains. Bayaan diya tha kabhi, inhone mauka dekh ker khunnas nikal de.",Negative
Iska mtlb jo log namaz ada kar rhe the unko police walon ne mara woh bhi thik hi kiya tha,Negative
Khalistani. 😢😢😢😢😢,Negative
Subhash Chandra Bose 1st CM😂😂😂,Neutral
2014 main ajadi 😂😂😂😂,Neutral
Sikh = ✝= ☪,Neutral
Sikhi defined again... Thank god  I hv no sick 🤒security🔒,Negative
I remember 36 thousand Hindu lost in 1979 to 1993 era in panjab by brave sick 🤒❤🛕🐄🛐🕉🙏,Negative
"1 Fertiliser Subsidy :Rs 164000 Cr
2 Food Subsidy :Rs 205000 Cr 
3 We give Fuel Subsidy to Farmers 
4 MSP is also Given Of which Punjab Haryana has a major chunk !
5 Micro Irrigation Fund is Given 
6 Loan Subvention Scheme for Farmers 
7 FPI to process the food
8 KUSUM scheme for Farmers 
9 India is the only country where Diesel Rates are less than petrol because farmers use diesel !!
10 Loan waivers 
Etc Etc Etc 
toh Iski maa waha kya lene baithi thi ??? 🇮🇳♥️",Neutral
SgPc supreme Sikhi will honour her bcz she did to us ( HeeNdu) 🐄🙏🛐🛕🕉🙏,Positive
Hattoofff for this lady jawaannnnnn❤❤❤❤,Positive
"Sikh proved again I
, Muslim Sikh are 2 bro ❤🛕🐄🙏🛐we Hindu must avoid to save our temple  🛕left in panjab",Positive
Respect real sikhi like beant Singh.... As Hindu we bow down to sikh bcz I don't want yr 79era when our temple 🛕was brokenand 36k of our Hindu men lost 💔🛐,Negative
Wat evr yeh galat hai....its not right doing it in uniform....its so disrespectful to the uniforms...also not to forget to their are so many in millitary whi supports Kangana and modi..so if all this Uniform start behaving like this whre is the respect for this Uniformed.....no no this is not right...she shud be thrown out...that can happen to anyone any party member...,Negative
Yes. Congress or AAP future ticket holder. Sack her from national security job for life. She cannot be trusted with the job and cannot remain impartial. Arrest her for assault.,Negative
"I bet she doesn't even know the bayaan. Hopefully she sits on the street with her mother now, although opposition will give her a ticket.",Negative
Cisf must take her to the custody.,Negative
Viral honnye ke liye keya bakwas dikha rahi hai ...churi Jasi nak wali job jaye gi tu lag pata jaye ga fir aap ye road por bath jaye gi ..,Negative
Very shameful that security personnel behaving like this 🤔,Negative
"The problem is she is uniform and supposed to protect people not harm or hit. 
Whatever she did, did in uniform, ase chalega to kal ko modi ji bhi khatre me chahe jae bhi sahi h to PM ab chahe kangna ne jo bhi kuch bola ho h lto sansad  hi",Negative
Slaped for what reason ?,Negative
Good luck losing your job and proving how unfit you are for this uniform.,Negative
Fir to ink paas gun to hoti  hi hai goli bhi chala sakte kisi pe bhi😮,Positive
Uniform personal is doing her duty kangana should respect and follow the security rules there is no different rules for MP😢,Negative
Bhya ye security guard hi thapad marenge to bachayega kon kis baat ki security,Negative
"Shame on this CISF guard, I have great respect for them. She’s entitled to her opinion and freedom of speech, but not on duty. On duty it’s always nation first.",Negative
Security women selection was done wrong by the recruiters. She doesn’t qualify to be in that position. Need to be sacked asap and appropriate action. There so no room for violence. And she is supposed to stop violence rather. I hope the pseudo liberals will speak up now against violence. If Kangana said anything wrong in the past it has to be dealt with law not violence.,Negative
Airport security staff in India think they are god,Negative
These bhaands should stay away from politics.. Ek toh they have limited education and zero knowledge about social political fabric of the country and try to see the world from their filmi lenses.,Negative
Just kick her out from service and also take her in jail.,Negative
Don't bring your personal in your professions this is encouraging violence if they are doing like that why common public will not use harsh words or violence,Negative
बाकि किसान देशभक्त की माए भी होती है,Neutral
"हर किसान ,आतंकवादी नही होता",Negative
You Disrespect Uniform... .... Nonsense .... 🇮🇳🇮🇳🇮🇳,Negative
No professionalism....education  level in Punjab,Negative
"Its her duty to protect EVERYONE regardless of their opinions, if this continues despite me hating congress a unfortunate situation like our pm getting k*lled which happened may happen again.. a sabotage or assasination on whim by these people",Negative
Iski maa aur isko dono ko jail main daalo,Negative
Yein log pehle Desh ke PM ko maar chuke hai. Inpe kaha bharosa kiya ja sakta hai..,Negative
CSF lady 🔥🔥🔥,Positive
Are pagal aurat.. To tu bhi bayan de deti na. Uniform me Hath per marke naukri udwane ki kya jarurat thi,Negative
Bjp ke upar Hath ka panje ka Nishan 😂ghatiya logo ke sath ek din Galt he hora h,Negative
Well done,Positive
When you let a terrorist win election this is what will happen now she will start her political carrier,Negative
I support this officer,Positive
Oscar for this lady 💪💪💪💪🇵🇰❤️🇮🇳,Positive
How she will  protect other if her behaviour was this… shame full act,Negative
Jo desh ke liye kaam kar rahe hai esa maath bolo mere payre mitro.. CISF ko respect karo,Positive
😂😂😂 I’m loving it,Positive
Respect CISF😂😂😂 fk you all who are supporting that psycho actress,Negative
She should have left her ego back at home while in uniform. Slapping is abusing and she has no right to slap someone in public because of her personal reasons.,Negative
Shameful,Negative
Canada is calling 😂😂😂,Neutral
👏🏽👏🏽👏🏽👏🏽,Positive
Agar iss lady ke hisaab se chale toh daily kitne leaders abuse karte hain common people ko sab log yehi karne lag jaaye,Negative
Hats off to the CISF women,Positive
Or won election like amritpal.another khalistani,Negative
ਅਰੇ ਤੇਰੇ ਕੋ ਆਜ ਚੇਤਾ ਆਇਆ?ਮਾ ਜਬ ਬੈਠੀ ਥੀ ਤਬ ਜੇਕਰ ਐਕਸ਼ਨ ਕਿਉ ਨਹੀ ਲਿਆ?ਬੇਵਕੂਫ ਲੇਡੀ।,Negative
"Income k kayi source ho sakte hai
Wahi agar cisf hai to definitely wo kuch or bhi job kar sakti hai....
But the point is kangana ranaut ko usne ye bata diya ki desh ko azadi 2014 me nahi 1947 me mili thi...! 
Is desh ka durbhagya hai ki bhartiya kisano ki maa ko 100-100 rupaye me bikne wala bol ne wali mahila aj desh  ki sansad ( MP ) Hai

Cisf ne bilkul sahi kaha .....Kangana ranaut or bhakt koi bhi 100 - 100 rupaye lekar baith k dikhaye! Desh k liye apne hq k liye bolne wala is desh me hamesha galat mana jata hai 
Ya to tum use atankwadi kahoge ya fir khalistani",Negative
"Regardless of her feelings, 
She attacked a person and criminal charges should be placed on her, 
How is she still free roaming around?",Negative
Mother before anything,Neutral
"very shameful act by this personnel, strict action should be taken against this radicalism and anti national people living in India",Negative
Jay Jawaan Jay kisaan,Positive
Apni ma ko defend kar rahee ha kya galt ha issme? Maa baap ko jo galt bole ga aisa he hoga.,Negative
Karma she has to bear for her deed,Negative
Good job kulvinder...,Positive
She should be stripped of her uniform. Her job is to offer security not be an offender.  She should be punished asp.!,Negative
Send this cisf ki mandi to mental hospital.,Negative
Chalo koi to he jisme jigara he baki to sab gyan pelne me busy he,Negative
CCTV footage ??????????,Neutral
"No doubt that Kangna ek Bohot Muphat mahila hai!!! But How dare You to assault her physically?? Ek bayan pe thappad maar diya! Amritpal ne desh ke tukde karne ka bayan Diya hai...kya karogi uske saath?? 
Aise toh Bohot log hain jinke bayan se apan Offend ho jaate hain toh jaake sabko thappad maarte firein?? 🤦",Negative
Kangana earlier commented '100 rupye main bikne wali auratein' to the lady farmer protesters,Neutral
Justice for CISF,Negative
Congress is like. Hungry money which want to eat entire India 😂 bjp failed cuz not many humans left 😊,Negative
"Shame of north Indians comments,,,, they are protecting a cinema actress who was against the truth....",Negative
"Kitni nafrat h inme BJP k liye, kaunse doodh k dhuley log the protest me dekh liya gaya hai...",Negative
"Like this someone had killed PM of India for his personal issues.
If you have issue with someone, please file a case legally. What she said about farmers is not acceptable but it doesn't justify attacking her physically.",Negative
"You have also right to speak ...but how dare you .
U don't have right to slap someone, 
Uniform ki garmi utar jayegi  savi ke apne pasand ke neta honge kuch galat laga to file complaint Karo wardi ka dhonss kahi aur jamao kyu wo ab ek mp h..",Negative
So what...... Who cares?,Negative
Sacha mai inka dimag ghutnai mai he hota hai,Neutral
Wardi jayegi job jayega jail ka chakkar bhi lagana padega tab is aunty ko samajh aayega aur sari garmi nikal jayegi....,Negative
Sab nautanki,Negative
😂 welcome bonus 👋,Positive
Tu mental h cisf lady. Aise to her leader bhut kuch speech me bolte h. Kisko-2 slap kregi bahan. Tera dimag lag rha thik ni h.,Negative
Garb ki Kam karli. Abb jaajail,Negative
CISF kuch jyada hi akad main hote hain,Negative
"Such people are not worthy of being in our security forces. That same outrage should also come  against the khalistani Amrit pal, who got elected as an MP while being penalized under NSA.",Negative
Whoever saying the lady cisf has done an amazing job should know that if she can slap an actress then what she might have done with the general public😢,Negative
Khalistani joining CISF now... 😂😂 she will soon undertand it's bad idea to mess with Politicans.,Negative
"Dear ,yeh uniform Uttar do or koi political party join karo .Tum is uniform ke kabil nahi ho ,Kashmir ,northeast me aise logo ko bhej dia jaye to andaza lagao Kya halat bana denge aise log.",Negative
"If Hindus dont stand up for this bs, they are bound to get doomed.",Negative
"Everyone should follow the rules and regulations, and everyone should respect one another no matter what profession you are.",Neutral
A mp is not safe in our country how a normal person can be safe,Negative
THANKS FOR SHOWING TRUE FACE . ELECTORALLY CUD NOT REMOVE PM SO NOW INDULGE IN VIOLENCE 😂,Negative
This CISF Khalistani will be in AAP Party soon.,Neutral
😂😂😂 Mazaa agyaa,Positive
"This is misuse of uniform,she should be sacked immidiately",Negative
DID NO ONE SEE THAT MAN IN WHITE CLOTHES HITTING THE WOMAN IN BLACK CLOTHES STANDING BY BHARTI SINGH AT THE END OF THE VIDEO,Negative
Arrest this khalistani supporter right away and expel from CISF,Negative
KARMA... KARMA....KARMA,Negative
घर से निकली थी आतंकवादी बनने और भर्ती हो गई पुलिस में 😂😂😂,Neutral
This cisf woman offers is miss using the power of the uniform and should be a shame and saked also charged with a crime and sent to jail she took an oath and justified the action by say my mother when take the oath you country is before you family shameful,Negative
"Today it was Kangana so pseudo liberals are laughing tomorrow it can be any sitting MP MLA, Any And I mean Any. Take strict actions",Negative
"This is totally unacceptable and unlawful. You cannot take law into your hands even if you are in police or force that too just because someone's political thoughts doesnt match that of yours. Indirectly it encourages war between any two religions because their beliefs and thoughts are different. So start beating each other. Wow.
Condemn this act immediately guys and suspend this officer asap",Negative
सस्पेंड हो गई 😂😂,Neutral
Kangana ko  desh ke baarey mein anab shanab bakney kliye kaun permission diyaa thaa ...!!!  I think constable did the right thing...!!,Positive
Shameless women,Negative
Khalistani Terror rising in Punjab,Negative
"Is her duty to protect or to provoke?
Sue her with every IPc available that has anything to do with this issue, including sincere public apology on camera. Disciplinary actions must be taken for abuse of power and disrespecting the uniform",Negative
Soot,Neutral
Good job 👍👍👌,Positive
Khalistani lady....she should be booked under Naa,Negative
"Constable Kulwinder Kaur she is a known Khalistani here mother was sitting in the farmers protest for Rs 100/ day 
She should be dishonourably dismissed from service and a strong case should be registered",Negative
chlou bhot outar diya,Negative
BJP k liye sabak hai psycho logo ko party me na le,Negative
God bless her strength 🙏🙏,Positive
I’m proud of you girl,Positive
Security person first duty is safe guard the people but this is unacceptable.  If same thing is happens our country is in danger. Opposition is doing they want freely.,Negative
If farmers protest is that much serious for her then why she is doing this job under bjp government? Leave it and go to protest,Negative
"Most likely deliberately planned by the criminals of Punjab, to lower Kangana’s credibility and to project her as a loose mouth. In fact, she is a gutsy, self made woman who didn’t rely on father/ grandfather to achieve all that she did.
The CRPF constable should be fired and put in jail.",Negative
Iski maa khalistani hogi . Kuki bho khalistanio ko Bola tha .,Negative
Agar Emotions pe control na ho paye toh armed guards main nahi lena chahia .... Men or women doesn't matter. Nation is more important than your emotions,Negative
Next time flight Delhi s Lena,Neutral
Himachal Pradesh ke gaal pe chata laga h ...kangna ke nahi,Neutral
Roteee hue ka koi video clip bhjo,Neutral
Why she was not apprehended immediately? What if she had loaded weapons? Will she try same stunt on Amritpal or RaGa.,Negative
Jo iska support kar rahe kabhi aapko ya aapke apno ko police petigi tab bolna...,Neutral
"फिर बोलते हैं  बेरोजगारी है , अचछी भली नौकरी मिल जाने के बाद ये हरकत ठीक नहीं ,  कितनी मुश्किल से कितनी भर्तियां देखने के बाद कोई सरकारी  नौकरी मिलती है , इस की छानबीन होनी चाहिए , कहीं इस के तार देश विरोधी ताकतों के साथ तो नहीं",Negative
Idc kangna definitely said something which led to this incident the ldy and kangna both are wrong,Negative
Mubarak baat dene ka tareeka thoda physical tha 🗿,Positive
Khalistani Pro Max,Neutral
CISF ki vardi par aaj ek MAHILA ki wajah se aaj DAAG lag gya . That's really SAD. Personal emotions is not GREATER than UNIFORM. ✌️✌️✌️. #CISF,Negative
where's the slap?,Neutral
Well done ✅,Positive
CISF sherni will get a thappad from her mom for losing her job......,Negative
"So many politicians give comments, does this lady slap will start slapping everyone? What about she start getting slap from common people for not doing her duty properly. Is larki ko hatao CISF ke naukri se",Negative
She should be suspended,Negative
Has anyone noticed the end video the man with rad cap hit the women on the head,Negative
Indian defence 😂❤❤❤❤❤❤,Positive
कश्मीर की तरह पंजाब का इलाज किया जाए,Negative
She's a threat... She should be dismissed immediately.,Negative
"Kangana should have returned back the same thappad, maybe with chappal. 

No mercy to these politically charged chamchas even if it's an officer, or a farmer or a professor....",Negative
To Teri maa galat reason se baithi thi kabhi samjhaya usse??,Negative
Hitting by CISF women to a women can’t be justified. It is unacceptable. People who are justified this incident is actually promoting violence.,Negative
Sach karwa hota hai ..,Neutral
Karara jawab milega,Neutral
Respect the Farmers ..❤,Positive
"In India, any anti-Hindu act or anti-BJP act gets a lot of publicity from some parties....",Negative
"What happend was very unfortunate, she should have paid a respect to the uniform she was wearing, it was definitely not the way.",Negative
"थप्पड़ का फूल वीडियो कहा है।
इन देश के नेताओ ने इतना जहर घोल दिया है आम।आदमी के मन मे तो वो गुस्सा कहीं न कही तो फूटेगा। अब सेलिब्रिटी नेताओ को मर्यादा से बात करनी सीखनी चाइए वर्ना कही भी कभी भीं पेले जा सकते है। really feeling bad for india",Negative
Should never have such GAVARS in uniform. I am sure she will pay a heavy price for being unruly on duty.,Negative
Misuse of power & uniform😡,Negative
Well done cisf officer sahi sabak sikhaya kangana ko,Positive
Kangana ka swagat gajab bejiijati se hua hai 😂 congratulations 👏🎉 kangana tum bjp ghamad ki yahi aukat hai,Positive
Ab toh lag raha hain ki army mein bhi sleeper cells honge,Neutral
JAIL M DAALO IISSE PEHLE YEH ELECTION LADE,Negative
*Mad women half brain*,Negative
Court marshal jrori h ye army ka rule ke khilaf h,Negative
Isss bardi ka laya k nahi hai ee salii,Negative
Jai jawan jai kisan,Positive
"I don’t support Kangana, but this act is commendable. This police lady should be arrested.",Negative
"Ab maa hi bikau logo ke sath baithe gi toh kangana ki kya galti hai. 
Isse yey apni maa ke sath karna tha taki deshdrohi tatvon ke sath na baithe",Negative
Shabaaz sherni eh ...... Well done proud on you my sister,Positive
Reason why amritpal won from Punjab 😂,Positive
Mam you should not have hit her you can say what you want but no hitting 🙏,Negative
Am I the only one who didn’t see the slap ?,Negative
Nice cisf,Positive
🎉🎉🎉🎉,Positive
Kangana is wrong 100 100 rs me nahi 5-500 rs me baithi thi,Negative
"This KR lady have been running her mouth without so much of a thought or any consideration. As an MP she should have acted and spoke as such, but no she has to resort to bikering, like a common trollop that she is. I dont condone the slapping premise, but i must say she had it coming.",Negative
Is lady constable ka background check karo kahi kisi khalistani ugrawadi sangathan se influenced or relative to nahi hai. Govt should terminate this lady constable.,Negative
Happy slapped day 🎉,Positive
Very Bad this lady constable did,Negative
Imagine the outrage if it would've been an opposition leader who was slapped. Some leader would've called it the death of democracy and shi like that. Some paid youtuber would've made a video on this. And a headline would've appeared in some western newspaper media how opposition leaders in Modi's India are being subjected to human rights violations.,Negative
This is Congress rascals worst plan to start farmer protest again,Negative
100 Rupe to Kangna Ranaut Leti hai,Neutral
"Proud of you Mam ❤

you are very brave 🎉🎉",Positive
U knw ideology of youth is f*ckd when even elected MP needs protection from security forces,Negative
Dictatorship is a must in India when a democratically elected MP is treated like this,Negative
In India benefits of democracy n free speech are available only for Anti-India n Anti BJP forces,Neutral
Gay Srrirum 😂 😂 😂 😂,Neutral
"lijiye swagat ho gya kangana ji ka
as you sow so shall you reap",Positive
Sari garmi nikal jaegi chinta mat karo 😅,Negative
"She is Khalistani.. she is a threat for National security,  she could have killed PM Modi also through their gun, if they are angry.",Negative
"Iski maa 100 me biki thi, lagta ye 50 me bik k aayi hai Khalistaniyon se",Negative
Hate never works like n history,Negative
"In a democratic country kangana has her freedom of speech..not everyone has to agree with her. No one has the right to hit a woman for personal resentment. This is clear act of violence. People who supporting this act just because they don't like kangana , is it okay if they got hit by someone who just don't agree with them.",Negative
"Milgayi Khushi, mil gayi thandak, aise hi kaam karna government posting pe.",Positive
Kal kasmiri pandit ko bhi kejriwal aur chamtana chahiye ye bol kar ki hamare exodus ka mazaak kar raha tha.,Negative
If we justify her act then kal gun point pe personal dushmani nikali jayegi and we'll not be in shape to condemn those acts 😑,Negative
Kya bayan diya kangana ne jo inko takleef hua,Negative
"People supporting such an act of CISF personnel are probably the ones who love anarchy.
This was an uncalled for behaviour.
If an on-duty officer should be respected, similarly an on-duty officer should respect his/her duty and its boundaries.

Hitting someone like that without provocation is a pure act of violence.
Moreover, there she was representing CISF. She maligned her profession by such an Unlawful act.

Sad that our countrymen support such un-provoked violence.

We all have difference of opinion, but we do not go around hitting each other. Respect the differences.",Negative
This lady must be punished.she is there to do duty not to protest. 😕,Negative
shameful ...,Negative
Career khatam,Positive
Nonsense 👎,Negative
Janta ka gussa,Negative
"Your in CISF ( army service ) wont you teach your mother 😅 this is right , this is wrong .

You know well about Government run's for 😅 
Kangana said correctly only 100rs khalistani terriost 

Punishment will be very bad , after that incident she will drop from CISF join's khalistani AAP group 😂",Negative
Aur bolo dictator hai yeh government,Negative
Muffat got her muh thod😂😂😂😂 now she'll call her terrorist wait n watch😂😂,Negative
Now she get Ticket like Kanhaiya Kumar 😂,Neutral
She lost het job 😂😂 kya ukhar liya ye kar k upar se kangana didi fir se trend kar rhi hai 😂 ab jao ap ghar jaake apne ma k sath baith k dono eksath rona chalu kro 🤣😂,Negative
🎉🎉🎉🎉🎉🎉,Positive
Iss mahila constable hamara pura CISF ko badnam kar dia. Strict action should taken against her.,Negative
Publicity stunt aur Congress me ticket,Neutral
Is ke maa kisan andolan me kya kar rahi thi,Negative
Udta punjab has become  reality .,Neutral
"So Shameful, you can 
 not bring Personal Grudges, while Wearing Uniform.",Negative
Idiots are supporting kangana just like the idiots who voted her😂😂,Negative
